tweet,date,Agent,Role
"Reflecting on my visit to the academy museum and I am left with one main thought...

How the hell did Tatum O'Neal win the academy award over Madeline Kahn? HOW??? 

Ridiculous.",2021-09-28 16:16:16,Killjoy,Sentinel
"@elliotball_ @DavidMunday815 Not to be a killjoy and I'm sure the book is an interesting read, but at first glance, it looks like you're yawning 😅. Can't be that boring 😂",2021-09-28 16:11:30,Killjoy,Sentinel
"ezen a vonalon haladva
i wanna colonize mars, who's coming https://t.co/50ijZhLeB4",2021-09-28 16:10:15,Killjoy,Sentinel
"@novaskrim I think it will be a KillJoy Counter Sentinel
So instead of a lockdown... it might be an area stim for entire team",2021-09-28 15:57:32,Killjoy,Sentinel
"Which #Valorant agent do you pick more often?
Killjoy or Kay/0?
C: LiteratureNew999
#valorantmeme #gamingmemes #pcgaming #Memes https://t.co/hl3awzwkYR",2021-09-28 15:55:40,Killjoy,Sentinel
@LyraZero my 2 braincells https://t.co/fZpBwJasI9,2021-09-28 15:50:14,Killjoy,Sentinel
@valesports_eu @MeddoVAL the best killjoy/cypher I've ever seen since FPX,2021-09-28 15:50:00,Killjoy,Sentinel
@anuragkrishh Highly disappointed there is no Killjoy or valorant reference.,2021-09-28 15:44:42,Killjoy,Sentinel
@karen_killjoy Would you expect anything less from me?,2021-09-28 15:44:23,Killjoy,Sentinel
"@littlebitalaina That's creepy, but yes.",2021-09-28 15:43:15,Killjoy,Sentinel
@GayChemist This is VILE.,2021-09-28 15:41:22,Killjoy,Sentinel
Watching PWF No Budget for Ice Cream Bars. Listening to @cmpuls3 commentate and Rob Killjoy and Mark Vandagraff have a banger🔥,2021-09-28 15:39:00,Killjoy,Sentinel
I am NOT a morning person 😩,2021-09-28 15:33:52,Killjoy,Sentinel
@TeslaJoy @DirtyTesla Don’t be a Killjoy Joy.,2021-09-28 15:30:47,Killjoy,Sentinel
"This is a video from an otter rescue and rehabilitation organization you fucking killjoy. Not every post requires your input, you humorless internet scold. 🖕🏼🖕🏼 https://t.co/uP11MrV1nm",2021-09-28 15:23:40,Killjoy,Sentinel
@AlfredSpellman @BillyCorben That @BillyCorben. What a killjoy.,2021-09-28 15:21:15,Killjoy,Sentinel
"@valesports_eu Definitely @BantEnchantress, not even a doubt. She still teaches me stuff I never knew about Killjoy.",2021-09-28 15:21:01,Killjoy,Sentinel
@littlebitalaina I also cannot wait to hug this book,2021-09-28 15:19:57,Killjoy,Sentinel
@IvankaYT you are the best killjoy player in turkey hhhh,2021-09-28 15:08:14,Killjoy,Sentinel
"@TTLeitanthem @Emilio42521881 @Rushilrazdan20 @soretkefe @valesports_eu nop, he only play cypher, not even sage or killjoy, didn't you see the masters?",2021-09-28 15:05:30,Killjoy,Sentinel
"@dlelandwhite It's like standard British cooking! What the hell!

*Goes to make her morning breakfast of, cereal*",2021-09-28 15:05:03,Killjoy,Sentinel
@LongMeadow_ Still stomping! 🐂,2021-09-28 15:02:34,Killjoy,Sentinel
@auwone Cypher killjoy be like : am i a joke for u ?,2021-09-28 14:55:33,Killjoy,Sentinel
"@Rook_Killjoy I have no idea what this is, but I’m amused by this little potty dance.",2021-09-28 14:53:57,Killjoy,Sentinel
"the sound I made last night when I got this email saying my killjoy jacket shipped like TWO AND A HALF WEEKS EARLY was not a sound I'm proud of
but now I should be fuckin SET for Halloween 🥰🥰 https://t.co/50ZZS2hAGW",2021-09-28 14:52:11,Killjoy,Sentinel
"@calumshanlin I'm telling you, as soon as I can I will! Basically tailer made for me",2021-09-28 14:51:08,Killjoy,Sentinel
@MorganJerkins AMEN and Hallelujah to that! I always feel like a killjoy not being excited by the idea of Black people being shoehorned into old white characters. I get the potential economic benefit and desire to be attached to something popular. But we have SO MANY original stories to tell.,2021-09-28 14:48:07,Killjoy,Sentinel
"the sound I made last night when I got this email saying my killjoy jacket shipped like TWO AND A HALF WEEKS EARLY was not a sound I'm proud of
but now I should be fuckin SET for Halloween 🥰🥰 https://t.co/dvIjhsU1nM",2021-09-28 14:45:11,Killjoy,Sentinel
"Relax, I've already thought of everything 💯

#pcgamer #valorant #killjoy #valorantclips #riotgames 

https://t.co/pyuJQJzlRg https://t.co/O12n66AyYa",2021-09-28 14:42:59,Killjoy,Sentinel
"Me: I really need to cut down on how many people I follow because I'm missing tweets from people I really really like.

Also me: Oh! A Victorian fashion account *follow*",2021-09-28 14:41:08,Killjoy,Sentinel
@TAHK0 Bro this is just the bible. Christian missionaries to japan yo,2021-09-28 14:39:50,Killjoy,Sentinel
"Feel like I've gotten so clumsy lately, just burnt myself on steam and its AGONY",2021-09-28 14:39:03,Killjoy,Sentinel
me w/ my partner😭😭🥲 https://t.co/MnDaQCj35U,2021-09-28 14:37:02,Killjoy,Sentinel
@muh_rye_uh Just Canadians supporting each other,2021-09-28 14:32:24,Killjoy,Sentinel
"@peeja I'm so glad I'm not the only one for whom this sort of thing rankles....I feel like a killjoy, but I can't handle it",2021-09-28 14:32:07,Killjoy,Sentinel
"LFT For Valorant
@PlayVALORANT
jett,Sage,Killjoy,https://t.co/WT8mlkXP0D.Cypher.raez
Rank : Immortal 3
Discord  sliz#0094
Available 24/7",2021-09-28 14:22:48,Killjoy,Sentinel
@lelezeik sorry for being killjoy. :(,2021-09-28 14:22:10,Killjoy,Sentinel
WHY does United States Postmaster General KillJoy still have a job? USPS mail delivery is about to get permanently slower and temporarily more expensive #SmartNews  https://t.co/jBkTtV65fD,2021-09-28 14:15:04,Killjoy,Sentinel
"@notyourdilf [Huff. He's only a killjoy if you're an ass, or atleast that's what he tells himself.]

If I could kill things with my vibes you'd think you'd be long dead by now",2021-09-28 14:14:58,Killjoy,Sentinel
@thesravaka @pareinoia THATS WHY ITS STOCKED NOW I WAS HAVING FUN ASKING PPL ABOUT FOODS THEY LIKED YOU KILLJOY,2021-09-28 14:13:59,Killjoy,Sentinel
@Jiikae Skies of Arcadia??? damn i never thought I'd see the possibility,2021-09-28 14:07:11,Killjoy,Sentinel
killjoy make some noise,2021-09-28 14:02:01,Killjoy,Sentinel
@AJ_Smith_Writes everyone hates anything that isn’t ‘super cool’. i think that pumpkin photo is hilarious and they clearly were having a laugh because it’s ridiculous. but then ‘joolia’ over here has to be an absolute killjoy because how dare someone do something uncool? it’s sucky.,2021-09-28 14:01:54,Killjoy,Sentinel
"@Mastacheata @treigys_ @ellisgl @brianhull @ZacWarner1 @antoniopkvc @joshuarutkowski @BoschKaroza @benheck @ArielRichtman @theDevBee @cont_learn @nixcraft @benjedwards @notrslau @retttx @pixeljoh Guys. Not to be a killjoy, but I wonder if you realise you're tagging 17 people with every reply?",2021-09-28 14:01:35,Killjoy,Sentinel
Best Killjoy player in the world? #VCT https://t.co/z9AUVhxowu,2021-09-28 14:00:00,Killjoy,Sentinel
@karen_killjoy @fortunately @afivegantenna @cypoints Same!,2021-09-28 13:53:00,Killjoy,Sentinel
"i've been playing the game since launch and while it's understandable that the company is being a little much of a killjoy on an anniversary, i don't think it's worth stressing about that much. if you still enjoy the game, just keep playing and if you don't, try something else.",2021-09-28 13:46:46,Killjoy,Sentinel
"@Sneegsnag good morning sneeg snag, i left the subathon open on my computer at home by accident, i left for school, so im watching in spirit",2021-09-28 13:43:32,Killjoy,Sentinel
"“Let’s see. Battles are won by geniuses. And I am a genius. Sooo...🤓”

New cosplay test as our sentinel KILLJOY from VALORANT ! @PlayVALORANT 

#larissarochefort #playvalorant #valorant #valorantindonesia #killjoy #cosplay #cosplayer #sentinel #riotgames https://t.co/hqsr1I6EgQ",2021-09-28 13:36:05,Killjoy,Sentinel
"@Coreybrfc can never find anything funny can ya, killjoy tate I’ll call you from now on",2021-09-28 13:33:17,Killjoy,Sentinel
"I can finish her in today but my fav streamer is backkk!!!
So here the video bout my process 
Tomorrow will be done !!!
#VALORANT #ValorantArt #ValorantArt #killjoy #maid https://t.co/Ie9iatu89Q",2021-09-28 13:18:52,Killjoy,Sentinel
@hiro_shark 😭❤️❤️❤️ good times❣️,2021-09-28 13:18:02,Killjoy,Sentinel
@emmalangevin I didn’t get bit but my stuffed animal did??? It sounds even worse and it definitely left me upset 😭 my beanie babyyyy,2021-09-28 13:04:04,Killjoy,Sentinel
are you killjoy? cuz you can leave me vulnerable anytime 【EN/JP/中文】 https://t.co/5vbSgREbmc,2021-09-28 12:58:19,Killjoy,Sentinel
@venomjustcame @Change I just did,2021-09-28 12:49:44,Killjoy,Sentinel
"Twitter, Inc: Unban Vemol from Twitter - Sign the Petition! https://t.co/YRLxIhwQ8E via @Change",2021-09-28 12:49:22,Killjoy,Sentinel
@hamzibyulE @bunnydeppppp I invoke my right to remain silent..,2021-09-28 12:45:28,Killjoy,Sentinel
"Someone in the office next to mine said she doesnt want to come get a folder from my office because of the heavy music I have playing.

Its currently Good Charlotte. Its also extremely quiet, hence me HEARING YOU. Stop this.",2021-09-28 12:38:46,Killjoy,Sentinel
"In my next paper, I will use Sarah Ahmed's feminist killjoy to perform that that random brand's unnecessary COVID-19 response obstructed the critic. #TeamRhetoric",2021-09-28 12:37:20,Killjoy,Sentinel
@WholesomeMeme @c_killjoy_ @Jujudraws_ @ish_mavel 🙏🏻 Blessed to have you lads,2021-09-28 12:27:40,Killjoy,Sentinel
@ninamonei You know the “feminist killjoy” thing people have think is praxis,2021-09-28 12:25:09,Killjoy,Sentinel
"Just had a killjoy go 0-16 … I’ve had bad games before but surely this bloke was feeding kills to the other team , his # was #oce &amp; so was the other teams Reyna , coincidence ??? 🤔",2021-09-28 12:22:19,Killjoy,Sentinel
@karen_killjoy you're right.  she's an obsession of mine...maybe one day someone will find her!,2021-09-28 12:21:49,Killjoy,Sentinel
"@victoriareynol2 Pretty sure I speak for the masses, except for that killjoy @MagisterIR 🤣",2021-09-28 12:02:33,Killjoy,Sentinel
"@seydalkk omen brave
jett cned
raze legoo
cypher nats
sage turko
breach brasco
skye muj
sova chronicle
killjoy paura
viper nats",2021-09-28 11:53:01,Killjoy,Sentinel
@letsgoayo The comic that made a man out of Killjoy McCoy! https://t.co/GzfGFelX2v,2021-09-28 11:49:22,Killjoy,Sentinel
@t_ibitoye @KidiabaPonyTail Smart life planning 😆 Enjoy your early retirement 🏖️,2021-09-28 11:45:55,Killjoy,Sentinel
@t_ibitoye @killjoy_sister Eventually I'll have muted so many people that all that's left are nice people like you,2021-09-28 11:40:25,Killjoy,Sentinel
Hole are getting me through work today,2021-09-28 11:39:05,Killjoy,Sentinel
@killjoy_sister @KidiabaPonyTail I retired from spurs Twitter two days ago. It's been great so far you might want to consider it. 😂,2021-09-28 11:38:42,Killjoy,Sentinel
help i going to school dressed in full killjoy attire- what should i expect,2021-09-28 11:34:43,Killjoy,Sentinel
@killjoy_sister Both muted already,2021-09-28 11:24:27,Killjoy,Sentinel
@KidiabaPonyTail I spend way too much time on Spurs twitter that I already recognise one of them as one of the worst of the toxic reply guys,2021-09-28 11:23:15,Killjoy,Sentinel
"@bishely Thank you for putting into words exactly how I feel about how the club has handled it. Grim, tedious, a waste",2021-09-28 11:04:28,Killjoy,Sentinel
The new BMTH song goes through me,2021-09-28 11:00:08,Killjoy,Sentinel
"@killjoy_sister Football isn't supposed to be this depressing. Wasting a talent like his, in his prime, basically because he's not new and José scapegoated him? The club is so maddeningly stupid.",2021-09-28 10:57:12,Killjoy,Sentinel
@bishely I'm with you,2021-09-28 10:49:08,Killjoy,Sentinel
"@killjoy_sister Given how sharp he looked, even in preseason, you just know he'd be absolutely flying at pretty much any other half decent club.",2021-09-28 10:44:10,Killjoy,Sentinel
@chifuyusgfs WTF I MAIN KILLJOY AND SAGE,2021-09-28 10:26:32,Killjoy,Sentinel
"@Volker_Pudt ""Eine Seniorheim-Angesteltte alarmierte die Polizei..."" what a fkng killjoy, probably has no life beside drinking and smelling like beer every evening after his work.",2021-09-28 10:25:11,Killjoy,Sentinel
The story of Killjoy reads as if it's taking place it OUR day! https://t.co/Sq0Zf3Dpby,2021-09-28 10:04:22,Killjoy,Sentinel
"@ZubyMusic Salt on apples? Call me a killjoy, but no, actually.",2021-09-28 09:59:59,Killjoy,Sentinel
"@tomravenscroft @dezeen @UnboxedHomes Don’t want to be a killjoy but getting them fitted out and safe isn’t that simple, is it? Not quite the dock land warehouse conversions in the 80’s.",2021-09-28 09:50:09,Killjoy,Sentinel
@killjoy_4x @paulnew91705295 @bethanstaton @pmdfoster @GeorgeWParker 🇰🇵 State slaves,2021-09-28 09:47:41,Killjoy,Sentinel
@AminoK11 There’s a killjoy on site,2021-09-28 09:46:12,Killjoy,Sentinel
yanfei wearing killjoy's outfit living in my head rent-free 😌👍🏻,2021-09-28 09:23:42,Killjoy,Sentinel
"Dread it, run from it, destiny* still arrives

*doughnut hole midfield https://t.co/Pj3Ii0ZdUA",2021-09-28 08:59:58,Killjoy,Sentinel
@killjoy_sister @voodoochopstiks time will tell,2021-09-28 08:55:42,Killjoy,Sentinel
Im was in a val game and our killjoy clutched and when next round started the phoenix voice line was like 'tech support with the carry' reminds me of playing val with @imbananaz4,2021-09-28 08:45:37,Killjoy,Sentinel
@voodoochopstiks @KidiabaPonyTail Yeah but unsure if it's awkward or a positive(?) thing that both the player and manager are openly admitting that the set-up sucked,2021-09-28 08:45:10,Killjoy,Sentinel
y'all are not ready for these killjoy mollie lineups bro I'm actually #changingthegame,2021-09-28 08:41:44,Killjoy,Sentinel
@lindseystoneee @KillJoy_Kay_ Not the new season 💀🤣,2021-09-28 08:37:23,Killjoy,Sentinel
"What my flex is : 
Initiator = Sova /Skye/ Breach Can try Kay/o

Sentinel = Killjoy /Cypher/ Sage

Or duelist but not my best role 

- Also can speak a fluent english",2021-09-28 08:26:10,Killjoy,Sentinel
@voodoochopstiks @killjoy_sister Could be. Worrying though that all the analyses Ive seen of the game suggest this was a deliberate tactic. Wolves fans also conforming that he did this for years,2021-09-28 08:21:40,Killjoy,Sentinel
Friendship ended with Killjoy now Raze is my best friend,2021-09-28 08:15:00,Killjoy,Sentinel
"@ValorINTEL Sage main here, but I will play KillJoy &amp; Viper sometimes Jett. c:",2021-09-28 08:05:10,Killjoy,Sentinel
"@KidiabaPonyTail @killjoy_sister IMO it's possible Nuno said the same in the dressing room right after the game, or even at half-time. Nuno did pretty much say the same thing in his post game interview. They don't necessarily disagree with each other?",2021-09-28 07:46:56,Killjoy,Sentinel
@SpudsOskarV2 The comments are bumming me out,2021-09-28 07:38:46,Killjoy,Sentinel
@killjoy_sister football insider calma,2021-09-28 07:37:52,Killjoy,Sentinel
"""trying once again to sell""? Then why didn't they let him go when he himself wanted to go on loan whilst being exiled under Jose?

How long has Dele been used for easy hateclicks from this rabid fanbase? For his own sake I hope he gets to escape https://t.co/JGjxifABlK",2021-09-28 07:36:56,Killjoy,Sentinel
@killjoy_crypto @peterwells @smh Cruel but fair.,2021-09-28 07:32:05,Killjoy,Sentinel
"easy to depict questions about drive-through proliferation as killjoy, but no community can avoid the consequences",2021-09-28 07:30:52,Killjoy,Sentinel
"Killjoy. 

As dem dey tell we, as we bi kiddies for Korle Bu then you think say na joke ? https://t.co/DjkAbkvEGG",2021-09-28 07:26:46,Killjoy,Sentinel
"""are they edating?
the killjoy and the brown girl""
LMAOOO",2021-09-28 07:26:39,Killjoy,Sentinel
